(8:1.8374,((1:0.7877,6:0.8595):0.6610,(2:0.5855,(4:1.3859,7:1.1496):0.9233):1.0656):1.0167,(3:0.8454,5:0.8711):1.0112);
((2:1.5396,(6:0.9207,(1:1.3946,5:1.0015):0.8517):1.4044):1.0345,(3:0.5928,4:0.9780):1.1075,(7:0.9040,8:0.6192):0.6515);
(7:0.7974,(3:1.2076,(8:1.0300,(1:0.9614,4:0.6819):1.9209):0.6761):1.0627,(5:0.8412,(2:0.6431,6:1.1174):0.6961):1.3641);
(5:0.7172,((1:1.5865,7:0.6282):0.8709,(2:0.6906,(4:0.5950,6:1.3818):1.1051):1.1610):0.8472,(3:0.8355,8:1.7848):0.7962);
(2:1.3384,(7:0.6050,(1:1.2851,(3:1.0210,5:0.8363):0.5813):0.7300):0.8951,(6:0.8191,(4:0.9593,8:0.8202):0.7342):2.3751);
((4:0.8786,7:1.0706):0.9841,(2:0.7778,3:0.8569):1.0463,(1:0.7955,(6:0.5821,(5:0.7276,8:1.3149):1.1045):1.1808):1.6803);
(5:0.7715,(2:0.7150,(6:1.3882,7:0.5970):1.7602):1.1784,(8:1.0816,(1:0.7946,(3:1.1130,4:0.7078):0.7337):0.8872):1.2718);
(2:0.6228,((4:0.7590,(1:0.7487,8:0.9965):0.6865):0.6662,(3:0.7262,6:0.6712):2.8658):0.7543,(5:0.8380,7:1.7966):0.8680);
(2:0.8267,((1:0.6945,4:0.8676):1.3078,(5:0.7013,(6:1.0384,7:0.9083):1.1616):0.8940):1.1775,(3:0.8450,8:1.9345):0.6428);
(7:0.6650,((4:0.7846,6:0.6294):1.1530,(8:0.9886,(1:0.7255,2:1.6251):1.7637):0.9301):0.8149,(3:0.6246,5:1.1151):1.1805);
((6:0.8591,(5:1.1445,7:0.8860):1.1189):2.2756,(2:0.9297,3:0.8417):0.5453,(8:0.7507,(1:1.3051,4:1.0998):0.5000):0.7434);
(7:0.8617,(5:0.6221,(3:0.7920,6:0.6649):1.0862):2.0459,(1:0.6169,(2:0.5946,(4:2.1210,8:0.7126):0.8725):1.2389):0.7706);
(5:1.8819,((1:0.7880,(3:1.0035,7:0.7342):0.6929):0.9223,(2:0.9331,4:0.8008):0.7350):0.7627,(6:1.6975,8:0.7895):1.2585);
(2:0.9610,(3:0.9232,(1:1.1687,(5:0.5082,6:0.5629):0.6659):1.4722):1.0349,(8:1.0764,(4:1.3388,7:1.1809):1.3280):0.7790);
(5:1.7477,(2:0.8643,(1:0.6656,(6:0.8010,7:1.6100):1.1248):1.5026):1.0966,(3:0.6493,(4:0.7621,8:0.7512):0.6175):0.8072);
(8:1.4930,((1:1.2321,(2:0.7126,5:0.7601):0.5960):0.5984,(4:1.2157,6:0.9492):0.5662):1.1227,(3:2.2674,7:0.8740):0.6126);
(6:0.7410,(1:0.8432,(5:0.6340,(2:1.1951,4:0.8191):0.9974):0.6678):0.6845,(8:0.8290,(3:1.7644,7:1.4192):1.1651):1.2401);
((2:0.5632,4:1.6532):0.6428,(3:0.7359,7:0.7656):0.6880,(5:0.8851,(6:1.5689,(1:0.8442,8:0.6257):0.6088):0.5580):2.8607);
(5:0.8259,(7:0.8025,(2:0.5928,(1:0.4762,4:0.9741):1.0692):1.9142):0.7177,(3:0.5417,(6:0.5006,8:0.5423):3.2026):0.8403);
(3:0.5434,((2:0.6004,6:0.5554):1.1538,(1:1.4854,(5:0.6332,8:1.1036):1.5092):1.2389):0.9997,(4:1.6010,7:0.5800):0.9960);
(5:0.6544,((1:0.6958,(4:0.5956,7:0.7149):0.6256):0.9648,(2:1.1134,6:0.9950):0.9513):1.1581,(3:3.3151,8:0.5802):0.6359);
(3:0.6531,(6:1.0064,(7:1.0159,(1:0.8006,4:1.5397):1.1820):0.8057):1.2017,(8:1.1968,(2:0.7236,5:1.1561):0.9455):0.7730);
((3:0.6096,(4:1.1649,(1:0.5302,8:1.0167):0.9909):1.6938):0.8253,(5:0.6982,6:0.7129):1.1913,(2:1.1678,7:1.3482):1.0503);
(7:0.6821,((5:0.8733,(1:0.6320,4:0.4902):2.6535):0.7686,(2:1.6428,3:0.6356):0.5266):0.7448,(6:0.9869,8:1.0983):1.2653);
(2:0.5942,((3:0.9093,4:1.0674):0.6799,(1:1.2096,8:0.5693):0.8375):0.5881,(5:0.6688,(6:1.4224,7:1.0471):1.3539):2.0524);
((6:1.1947,(5:0.7169,(1:0.8523,8:0.7495):0.8467):0.7199):0.7947,(2:0.9960,3:1.3641):1.8139,(4:0.6686,7:1.3461):0.9365);
(2:0.7485,(4:0.7678,(7:0.7474,(1:0.9435,8:0.8499):1.2574):1.0125):0.6458,(3:2.1925,(5:0.7621,6:0.9751):1.2198):0.8778);
(2:1.3913,(4:1.2689,(8:1.1587,(1:1.4739,3:1.3383):0.8571):0.7197):1.3574,(7:0.6684,(5:0.6512,6:0.7433):0.7187):0.6531);
(7:1.0706,(5:0.8527,(6:0.8338,(1:1.1604,4:1.0446):1.1326):1.7148):0.6116,(3:0.5390,(2:1.0797,8:0.7243):0.7014):1.5344);
(8:0.9260,((1:0.7757,3:1.4372):1.2425,(4:1.1335,5:1.1159):0.6793):1.1093,(2:1.2236,(6:1.0586,7:0.6692):0.6757):0.9537);
((1:1.2977,(4:0.8924,(3:0.6269,7:0.7185):0.9521):1.1071):0.6220,(2:1.3467,5:1.0040):1.8551,(6:1.0393,8:0.9590):0.5793);
(7:1.4167,(6:0.7901,(5:0.7856,(1:1.2843,4:0.9507):2.0091):0.7411):0.6592,(2:1.1965,(3:0.6593,8:0.7176):1.1692):0.6204);
(4:0.8189,(7:1.9028,(2:0.7503,6:1.1132):0.9218):1.2121,(8:1.1295,(1:1.1425,(3:0.7823,5:0.7725):0.8124):0.7122):0.9295);
(8:1.0982,(1:1.0763,(4:0.9025,(2:0.6244,5:1.1674):1.4278):0.8464):2.2901,(7:0.6028,(3:0.6542,6:0.6022):1.0153):0.6925);
(2:0.6747,(5:0.6092,(4:0.8178,6:1.0638):1.7477):1.2898,(1:1.3306,(8:0.8935,(3:1.2762,7:1.0174):1.0154):0.6011):0.6626);
(8:1.7332,((6:0.6706,(1:2.4149,2:0.5342):0.7299):1.1229,(3:0.6154,7:0.7591):0.8250):0.8115,(4:1.5941,5:0.5760):0.6132);
(5:0.9875,(6:0.6740,(2:0.8367,4:0.8662):0.8837):1.9000,(1:0.7418,(7:1.3252,(3:1.1636,8:1.1216):0.7330):0.6546):1.1119);
(7:0.5170,(1:1.3943,(2:1.8492,(5:0.7679,6:0.6644):1.4248):0.7882):0.9137,(8:0.8999,(3:0.6057,4:1.0375):0.6767):1.4610);
(3:2.3990,(7:0.6638,(4:1.3163,5:0.9342):0.5528):1.2850,(1:0.6156,(2:0.7091,(6:1.1296,8:0.5435):0.9606):1.0388):0.8516);
(4:0.7634,((1:1.1476,7:0.7510):0.8196,(3:1.1070,6:0.7026):1.1419):0.7148,(2:2.2345,(5:0.5415,8:0.5750):0.7512):1.7500);
(5:0.9014,((1:0.6078,(6:0.9119,7:0.6624):0.5388):2.5544,(3:1.4731,4:0.6390):0.5938):0.7176,(2:1.7201,8:0.6365):1.0431);
(3:1.5997,(5:0.9672,(1:0.9922,(2:0.6762,7:0.7098):0.9890):2.2342):0.7908,(8:0.7402,(4:1.1266,6:0.9219):0.6213):0.6307);
(4:1.3220,(7:0.7173,(3:1.5462,5:0.6671):1.0455):0.7183,((1:1.1167,6:0.8867):0.6546,(2:1.4077,8:1.0567):1.0842):0.7771);
(6:0.8329,((1:0.8070,3:0.7947):0.6312,(4:1.7650,7:0.7478):1.5804):0.8837,(5:0.7108,(2:1.1269,8:1.2556):0.7533):1.1108);
(5:0.6692,(7:0.9132,(3:1.5844,(1:1.1883,6:0.8788):0.7938):1.3677):1.7990,(2:1.2593,(4:0.6244,8:0.6043):0.5238):0.7938);
(3:0.9582,((6:0.8252,(1:0.9457,7:0.6077):1.5304):0.9178,(2:1.5449,4:1.5158):0.7771):0.9670,(5:0.8470,8:1.0290):0.5344);
(8:1.1511,((1:1.1818,(3:2.1521,5:1.5431):0.5795):0.6140,(6:0.6241,7:0.5571):0.7573):0.8335,(2:0.7305,4:1.0766):1.1995);
(5:1.5091,((1:0.4836,3:1.1317):1.2897,(6:0.6732,(2:1.6898,7:0.4945):1.1562):1.5582):0.8578,(4:0.7406,8:0.6645):0.7511);
(6:0.5960,(3:0.8296,(4:0.7690,7:0.5834):1.0530):1.4376,(1:1.0987,(8:1.0457,(2:0.8812,5:2.5104):0.5260):1.0600):0.6092);
((2:0.7266,(3:0.5943,4:0.7497):0.8392):2.1159,(6:0.8146,7:1.0148):2.0649,(1:0.7325,(5:0.9087,8:0.7619):0.6439):1.0330);
(8:0.6179,((1:1.8958,5:0.7446):0.7223,(3:0.4842,7:0.9089):1.2133):0.6826,(6:0.9266,(2:1.4351,4:1.6727):1.0499):0.6462);
((1:0.6195,(6:1.6233,(2:0.6670,5:0.9890):0.6437):1.2798):0.6294,(3:1.7942,4:0.8259):0.8803,(7:0.6280,8:0.6366):1.7832);
(5:1.3624,((6:0.6694,7:0.7138):0.5037,(1:1.5577,(3:0.8160,8:1.0168):1.6833):0.5599):1.7844,(2:0.4870,4:0.5423):1.3033);
(4:1.3321,(5:0.6996,(1:0.9303,(6:1.4674,8:0.7275):0.8674):1.7478):0.6353,(2:0.6502,(3:0.6573,7:1.4842):0.7359):1.0651);
(3:0.8694,(5:1.2840,(8:1.4170,(1:0.6405,7:0.7066):1.0433):0.7091):0.7191,(4:0.9810,(2:1.6406,6:0.8337):1.5569):0.5989);
(4:0.9851,(6:1.3629,(3:0.9952,7:0.8514):0.5524):1.5022,(5:0.5667,(2:1.6496,(1:1.2767,8:1.2076):0.5882):0.6746):0.7875);
(3:0.6734,(4:0.7996,(8:1.4028,(1:1.2957,2:0.9178):0.6981):0.9900):0.7933,(6:1.0170,(5:0.8354,7:1.0883):1.1932):1.2956);
(3:0.8099,(2:1.0990,(6:0.8795,(1:0.6662,7:0.9269):0.7689):1.0162):0.6627,(5:0.6826,(4:0.8927,8:0.9911):2.0690):1.5351);
((2:0.7022,(1:1.0859,3:0.5659):1.0356):1.2771,(5:1.4780,(4:1.1527,6:0.9297):0.6938):0.5331,(7:1.8387,8:0.6950):1.0123);
(2:0.7999,(4:0.7812,(5:1.0357,(1:0.6108,7:0.7605):0.8160):1.0114):0.8024,(6:1.4225,(3:1.7178,8:0.8474):0.7994):1.5949);
(5:1.1094,(1:1.0011,(7:1.0675,(2:0.7145,4:0.5243):0.5880):2.0608):0.6953,(8:1.0580,(3:1.1044,6:0.7431):0.7190):1.6147);
(5:0.8980,((1:0.9301,(4:0.4991,6:1.2661):1.9807):1.0299,(2:1.6358,3:0.7186):0.6796):0.6039,(7:1.4909,8:0.6230):0.6442);
(3:0.8610,(4:0.7701,(6:1.1707,(1:1.4107,5:1.1043):0.6658):1.5167):0.6430,(8:0.9405,(2:0.7605,7:1.0431):1.0328):1.0807);
(7:1.9518,(3:0.6706,(8:0.9288,(1:0.9469,4:0.6908):1.4958):0.6157):0.7662,(5:0.7795,(2:1.8213,6:0.7848):0.9679):0.5801);
(7:1.1355,(3:0.5708,(1:1.2053,(5:1.1330,8:0.6423):1.0950):0.9373):0.9274,(4:0.9572,(2:0.7769,6:1.5250):1.0127):1.0816);
(6:1.3004,((5:0.7869,(1:1.2912,3:0.6693):0.8099):0.6978,(2:0.7406,4:1.1007):0.6480):0.6583,(7:1.3218,8:1.5379):1.4374);
(6:0.8989,(4:0.6067,(1:1.4704,(5:0.9360,8:1.1946):0.6852):0.7902):1.6074,(7:0.8236,(2:1.1126,3:1.4756):0.8231):0.5757);
(7:1.5378,(3:0.9551,(5:0.9243,(1:1.5309,4:0.6916):1.3557):0.5979):0.5209,(8:0.6962,(2:0.6195,6:0.6795):1.9343):0.9563);
((1:0.9217,(2:1.2027,3:0.7253):1.6419):1.1388,(4:0.7359,(5:1.9889,7:0.8816):0.6526):0.6848,(6:0.8262,8:0.8464):0.7533);
(8:0.8496,(1:0.9862,(4:0.7314,(2:1.2510,5:0.5856):1.2326):0.8300):0.7355,(3:0.8313,(6:1.0539,7:1.8532):0.6381):1.4215);
(3:1.1052,(7:1.5712,(8:0.7120,(1:0.8960,2:0.6202):1.3828):2.2692):0.5328,(6:0.6801,(4:0.9290,5:0.8645):0.7451):0.6920);
(8:0.9131,(7:0.6850,(6:0.9544,(1:0.7576,5:0.8583):0.5831):1.9155):0.6915,(3:0.7448,(2:0.7214,4:1.3625):1.6969):1.1159);
(2:0.5810,(4:1.2792,(3:0.8927,5:1.0551):1.0964):0.7934,(1:2.1832,(6:0.6511,(7:1.0846,8:0.6359):1.1714):0.7765):0.7994);
(3:0.5664,((2:0.7001,6:1.0557):0.6050,(8:2.8721,(1:0.4677,4:1.1435):0.8076):0.4878):1.2850,(5:0.5495,7:1.3554):1.1043);
((4:0.7570,(1:1.5133,7:1.2605):0.9781):1.0612,(3:0.6994,(5:0.7230,6:1.0192):0.8169):1.2535,(2:1.2478,8:0.7304):0.9397);
(5:0.9060,(6:0.8046,(2:0.7652,4:0.7682):0.7406):0.7434,(8:1.3539,(3:0.8564,(1:1.3659,7:0.9819):0.7737):1.7020):1.2382);
(4:0.6224,(3:0.8617,(6:0.4782,(1:1.4352,7:0.6334):1.3441):0.7189):0.7274,(5:1.2269,(2:0.5002,8:1.6519):0.9654):1.8344);
(6:1.9379,(3:0.9878,(1:0.8567,(4:1.0846,7:1.5616):0.6917):1.0688):0.6393,(8:0.6574,(2:1.1630,5:0.9126):0.7014):0.7373);
(4:1.3922,(1:1.0137,(5:1.1721,(6:0.7047,7:0.8692):1.2010):0.6247):0.5757,(2:0.7918,(3:2.4279,8:1.0547):0.5662):0.6062);
(5:0.6589,(2:1.3775,(6:0.8143,7:1.1511):1.1696):1.7187,(1:0.7758,(3:0.5751,(4:1.0130,8:1.0541):0.9256):0.5922):1.1740);
(6:0.9041,(2:1.9498,(1:0.7359,(7:0.8789,8:1.0356):0.8107):0.6687):0.7602,(4:0.9728,(3:0.5959,5:0.7136):1.9863):0.9875);
(5:0.6445,((1:1.0284,4:0.9900):0.6921,(2:1.0957,6:0.7632):1.1090):1.6027,(8:0.6718,(3:0.9064,7:2.1458):0.7299):0.6205);
(4:0.8523,(7:1.1156,(1:0.7486,(2:1.6570,6:0.9308):0.6603):0.9374):0.8553,(5:0.8025,(3:1.2038,8:1.1048):0.8474):1.2842);
(5:0.7850,((2:1.3738,3:0.7828):0.7911,(8:0.8106,(1:0.9898,7:1.7111):0.8327):0.7860):0.9472,(4:1.7335,6:0.6434):0.8130);
(2:0.8756,((3:1.0126,(1:1.6389,7:1.3428):0.7449):0.6232,(4:1.1002,6:1.0221):1.3954):0.6397,(5:0.7192,8:1.2484):0.6370);
(2:1.7292,(5:0.5800,(4:0.5146,7:1.2364):0.5446):0.6364,((1:1.3384,6:0.7997):0.8004,(3:0.9155,8:1.4187):0.8462):1.6397);
(7:0.4892,(4:2.4849,(2:0.6392,(1:1.6280,8:0.7545):1.2221):0.7430):0.5103,(6:0.7338,(3:0.7552,5:0.6602):1.8126):0.5671);
(8:0.9183,((1:0.8489,4:0.7095):0.8781,(7:0.8014,(3:0.7594,6:0.7753):0.7905):1.7201):1.0275,(2:0.7619,5:0.5796):2.4297);
(6:0.7890,(3:0.9980,(2:0.7895,7:0.9157):1.0985):1.1071,((1:0.6928,5:1.0810):0.5634,(4:2.3712,8:1.4006):0.6043):0.5888);
(3:0.9646,((1:0.7689,5:0.6674):2.1941,(7:1.0775,(4:0.7324,6:0.7061):0.8469):0.8761):0.6904,(2:1.4269,8:0.7234):1.3253);
(8:0.8640,((4:0.6351,(1:1.5791,3:1.2315):1.1510):0.7256,(2:0.5309,5:0.8807):0.6064):1.5078,(6:1.3002,7:0.6588):1.3288);
(5:0.7110,(7:1.5962,(1:1.7163,(2:1.0315,6:0.6970):0.9768):0.6553):0.5024,(4:0.7517,(3:1.2356,8:0.5549):0.7378):1.8335);
(8:0.6046,(4:0.7377,(2:0.7271,(1:0.8237,3:1.1939):0.9510):1.3130):0.4998,(5:2.4529,(6:1.6038,7:0.8448):0.6883):0.5593);
((1:0.5634,(5:0.9741,(2:0.9181,6:0.7193):1.1799):0.6283):0.8777,(3:1.1531,7:1.1435):0.6782,(4:0.5593,8:2.0610):1.5442);
(3:0.7320,(5:0.7267,(4:1.4342,(1:0.8384,2:0.7366):0.8776):0.8569):1.4880,(7:0.8176,(6:1.2067,8:0.8647):1.4573):0.9635);
((6:1.0167,(1:1.2221,5:0.8395):0.6780):1.5274,(4:0.7600,(3:0.6740,7:0.6641):1.1163):0.8913,(2:1.6371,8:1.0122):0.9613);
(8:0.7734,((4:1.1203,(1:1.0624,5:1.1478):1.0015):1.5842,(3:0.6678,6:0.7433):1.2951):0.7820,(2:1.6153,7:0.6278):0.5790);
(5:1.2964,(6:1.3073,(3:0.9484,4:0.5802):1.7553):0.7804,(7:0.8287,(2:0.6215,(1:0.7282,8:0.7746):0.8553):1.6194):0.9043);
(4:0.9811,(6:1.6690,(1:0.9682,(3:0.7262,8:0.6172):1.2431):0.7491):1.2031,(2:0.7357,(5:1.4037,7:1.1088):0.4721):1.1226);
(7:1.7819,(3:0.8905,(2:0.9777,4:0.8407):0.7008):0.8516,(8:0.9155,(1:1.0570,(5:1.1218,6:1.2541):0.8942):0.8547):0.8596);
(2:1.3028,(4:1.1817,(6:0.7424,7:1.9010):0.8180):0.8104,(8:1.2253,(1:1.0743,(3:0.7029,5:0.8141):0.9147):0.6585):0.8537);
(7:0.6859,(6:1.2822,(4:0.6131,5:1.3789):1.0698):0.6932,(8:1.1362,(3:1.5424,(1:0.5916,2:0.6470):0.7665):1.5051):1.0880);
(8:0.7595,(7:1.4346,(5:0.6388,(1:0.6582,4:0.7064):1.4817):1.6758):1.0847,(3:1.2055,(2:0.7064,6:0.7638):0.7398):1.1449);
(2:1.8891,(5:1.0604,(1:0.5319,(3:1.0497,6:1.2189):0.5707):0.6382):0.9555,(7:1.1882,(4:0.5505,8:1.1439):1.3280):0.8750);
(3:0.6789,(1:0.6903,(5:0.8790,(2:1.6635,4:0.7102):0.6873):1.0992):0.7307,(6:1.9891,(7:1.0651,8:0.6754):1.3376):0.7938);
(3:0.8883,((6:0.6731,7:1.5392):1.4941,(2:0.5936,(1:0.7777,8:0.7568):0.9744):1.6954):0.6774,(4:1.3306,5:0.6293):0.9701);
(8:1.2389,((1:0.5070,3:0.8957):1.1385,(4:0.9917,(2:1.8057,6:1.0806):0.7582):0.5226):1.2049,(5:1.4098,7:0.6891):0.7573);
((2:1.3640,(1:2.3022,3:1.0348):0.7847):1.2108,(5:0.7617,(6:0.6085,7:0.7150):0.5137):0.9091,(4:1.5516,8:0.6151):0.6288);
((1:0.6664,(4:1.1403,6:1.1547):1.4933):1.2023,(5:1.2892,(3:0.8513,7:0.6705):0.6840):0.6048,(2:0.9514,8:1.0463):1.2455);
(8:0.7718,((7:0.6584,(1:1.1166,6:0.7901):2.5193):0.9962,(2:0.6278,4:0.8563):1.0325):0.8147,(3:0.8230,5:1.1136):0.8798);
(7:1.0087,(1:1.7776,(4:0.6384,(2:1.2342,5:0.6689):0.5973):0.9725):2.5250,(3:0.5454,(6:0.7151,8:1.0641):0.6845):0.5685);
((7:0.6927,(1:0.6828,(4:1.4862,5:0.8311):1.4166):0.7065):0.9399,(2:1.7975,6:0.9229):1.2856,(3:0.8928,8:0.6665):0.6788);
((6:0.5834,(8:0.9412,(1:0.6011,4:0.5924):0.9251):0.8034):1.2348,(2:0.7701,7:0.8682):0.5495,(3:0.5888,5:3.1240):1.4180);
(8:1.8990,(3:0.6179,(4:1.8284,(1:0.7180,7:1.1634):1.0967):0.7722):0.5372,(6:0.6372,(2:1.1372,5:0.8846):1.1629):0.5453);
(((1:1.3918,5:0.5508):0.8792,(4:0.8530,6:0.7644):0.7401):2.8927,(2:0.5526,7:0.8044):0.7689,(3:0.6322,8:1.3043):0.8656);
(7:0.9965,(5:1.3275,(4:1.1269,(1:1.4933,8:0.7813):0.9632):0.6592):0.6064,(6:0.8198,(2:1.6961,3:1.1210):0.6129):0.7960);
(3:1.3314,((5:0.7224,7:1.8496):0.8207,(1:0.9591,8:0.5968):1.0052):0.6424,(6:1.1911,(2:1.2748,4:0.8817):0.6272):1.0976);
(7:1.4257,(5:1.0818,(1:0.6673,(3:0.7323,4:0.6186):1.1299):0.9809):0.8264,(6:1.7630,(2:0.9931,8:1.0276):0.6807):1.0727);
(8:0.9241,((1:1.2016,2:1.1819):0.5387,(4:0.5726,(5:1.1024,7:0.6628):0.7261):2.1415):0.7963,(3:0.8592,6:1.7493):0.5434);
(8:0.9058,(5:1.7563,(4:1.0945,(1:0.7270,7:0.7949):0.8290):0.8077):2.1720,(6:0.6197,(2:0.6935,3:0.5713):0.7959):1.2322);
((6:0.8377,(1:1.1306,(4:0.9042,7:0.8500):1.4803):0.7159):0.8539,(2:0.7488,3:1.4573):0.9126,(5:1.3620,8:0.9573):0.7893);
(8:0.6004,((1:1.0600,3:0.8516):0.9970,(5:1.3792,6:1.5393):0.8613):0.6319,(2:1.0123,(4:1.4656,7:1.2711):0.6828):0.6473);
(8:1.5224,((1:0.6328,4:0.6113):0.7720,(2:0.9617,(5:1.1168,6:0.5839):1.2253):0.6960):0.9757,(3:1.0910,7:1.0717):1.7393);
(3:0.6763,(7:1.2855,(1:0.8493,(2:1.0327,4:1.3654):1.0032):1.8927):0.9832,(5:1.1184,(6:0.6381,8:0.6188):0.7964):0.7398);
(4:0.8816,(3:0.5862,(2:2.4244,5:0.8129):0.6929):1.4566,(1:1.0578,(8:0.8408,(6:0.9322,7:0.9506):0.6910):0.8013):0.8717);
(8:1.3326,((3:0.6292,(1:0.8797,5:1.2445):0.5738):1.0482,(2:0.7178,4:1.8353):0.8827):0.7000,(6:1.4316,7:1.0639):0.6608);
(6:0.6727,(4:0.8493,(5:1.8850,7:0.8112):0.7720):1.7151,((1:0.7128,2:1.4346):0.7518,(3:0.6910,8:0.7442):0.6536):1.3065);
(7:0.7080,(5:1.7656,(2:0.8312,3:1.1740):0.4957):0.5082,(1:0.8515,(4:0.8130,(6:0.9494,8:0.5669):0.4736):1.0253):2.8375);
(4:0.6435,((1:0.5992,(2:0.7467,7:0.7986):1.2455):1.2270,(5:0.7452,6:1.3275):1.2572):0.6605,(3:0.6565,8:0.6259):2.4667);
(6:0.8736,(4:2.0460,(2:1.8655,(1:0.6105,3:0.5863):0.6097):1.0631):1.8253,(8:0.6097,(5:0.7795,7:0.6791):0.7140):0.7374);
((1:0.6590,(3:1.5163,(4:1.4534,5:0.8489):0.8650):0.8594):0.6882,(2:0.8893,6:1.1026):1.3040,(7:0.7371,8:0.7651):1.3116);
(6:0.7017,(2:1.6011,(5:1.3892,7:0.6631):1.2206):0.7900,((1:0.8621,3:0.6718):1.4579,(4:0.7937,8:1.2885):0.9419):0.6184);
(8:1.1043,((1:0.7330,6:1.8882):0.6874,(4:1.2006,5:1.0181):0.6595):0.9971,(2:1.0781,(3:0.7319,7:0.6781):0.9656):1.2581);
(8:0.5214,(3:0.4781,(5:0.4808,(1:1.0161,4:2.2886):2.6967):1.0645):0.5837,(6:0.8016,(2:0.4962,7:0.7247):0.6089):1.2387);
((1:1.1145,(4:0.7249,6:1.3308):0.5826):1.0884,(7:1.3265,(2:0.6937,5:0.7780):0.5715):1.2867,(3:0.8332,8:1.6807):0.9884);
(3:1.1502,((1:1.0578,(2:0.7565,6:1.0388):0.6278):0.8555,(4:1.0972,5:0.9713):1.5517):0.6402,(7:1.0871,8:1.0783):1.0875);
((2:0.6836,(3:0.6558,4:1.2623):0.9317):0.5457,(5:0.9234,7:1.4682):0.6058,(8:1.2860,(1:0.8550,6:1.6543):1.2393):0.8889);
((2:1.1397,(1:1.2916,8:1.0604):0.7151):0.8556,(5:0.9769,(4:0.9892,6:0.8772):1.4459):0.8052,(3:0.7302,7:0.7486):1.3645);
(2:0.6180,(6:0.8570,(1:1.0461,(5:0.7016,7:1.1952):0.5636):1.0228):1.7978,(8:0.8211,(3:0.5479,4:0.5653):2.1092):1.1544);
(7:0.6841,(2:1.1432,(1:1.2352,(3:0.7746,6:0.9274):1.0618):1.0821):0.7564,(5:1.0558,(4:1.0535,8:0.8697):1.6900):0.6661);
(3:0.7659,(7:0.6232,(4:0.6550,(1:0.6541,8:0.7778):1.3681):0.9405):0.7144,(6:1.1486,(2:1.2347,5:0.5069):2.7734):0.8374);
(6:0.7555,(4:1.2890,(3:0.7166,5:0.6528):2.2372):0.6907,((1:0.8570,2:2.0467):0.8659,(7:0.7897,8:0.6842):0.7321):0.6828);
((6:0.8736,(1:0.9494,3:1.3158):0.9043):0.9193,(5:0.6773,(2:0.7096,4:0.7765):0.8176):0.6958,(7:0.7132,8:1.1801):2.4674);
(4:0.9843,(1:1.1150,(2:0.6679,(3:0.7915,7:0.7461):1.4226):0.7021):0.6967,(8:1.1282,(5:0.7366,6:0.9318):0.6116):2.4657);
(((1:0.6521,6:1.4934):1.3239,(3:0.6590,5:1.1027):0.7764):1.1568,(2:1.2379,4:0.8118):1.0143,(7:0.7606,8:1.3626):0.6485);
(7:0.8964,(3:1.0996,(8:1.1070,(1:0.8225,2:1.4053):1.5034):1.0614):1.1547,(6:0.9948,(4:0.7482,5:0.8606):0.4956):0.8505);
(2:1.0479,(5:1.2071,(3:1.7767,6:0.8032):0.6626):1.1190,((4:0.6225,7:1.1262):0.9324,(1:1.1411,8:0.5879):1.2770):0.6964);
((3:0.9631,(7:0.7469,(1:0.5029,4:0.6175):0.4622):0.4975):1.2353,(5:0.7139,6:2.6403):0.5137,(2:1.0685,8:1.1418):1.8963);
(7:0.7849,((2:0.7397,6:0.6540):0.7488,(1:0.9269,(4:1.6867,8:0.6669):0.6454):1.6718):0.5370,(3:2.3639,5:0.5785):0.9953);
(5:1.2659,(4:0.5571,(3:1.9237,(1:2.3916,6:0.8375):0.6536):0.7537):0.5584,(8:0.5704,(2:0.6214,7:1.0308):0.7625):1.0733);
(3:1.0769,(2:1.4315,(1:0.7009,(6:0.7785,8:0.7780):0.8489):0.8955):0.7961,(4:1.2993,(5:0.6912,7:0.8840):1.1158):1.7034);
((3:1.1965,(1:1.5386,(5:0.8010,6:1.0118):1.4187):0.7140):0.6038,(2:0.6095,7:0.8144):1.2784,(4:0.8465,8:0.6313):1.5356);
(2:0.6215,(4:1.2854,(5:1.0176,6:0.6308):0.6212):0.8477,((1:1.0044,3:0.8295):0.8663,(7:1.4092,8:1.7735):0.7477):1.3450);
(2:0.5436,((1:0.8034,(5:0.8308,7:1.5567):0.9970):1.2276,(4:0.5298,6:0.7629):0.9891):1.4651,(3:2.1230,8:0.5484):0.6224);
(3:0.8641,(5:0.7563,(2:0.7787,6:0.9646):1.7622):0.6641,(1:1.8421,(4:1.1522,(7:0.9797,8:0.7230):0.7110):0.7797):1.0222);
(2:1.0767,(7:0.9364,(4:0.9622,5:0.9048):0.8863):0.9103,(8:1.8831,(3:0.7778,(1:0.6201,6:1.4810):0.7131):1.2024):0.6459);
(7:1.1082,(1:0.8403,(3:0.8343,(5:0.9183,6:0.9323):0.8760):0.6752):1.5320,(4:1.1197,(2:0.7584,8:1.0503):1.3859):0.9691);
((4:0.7441,(1:0.9756,7:1.5013):1.7091):1.3858,(6:0.8922,(2:0.7075,5:0.7879):0.8251):0.9385,(3:0.8506,8:0.7592):0.9230);
(4:0.9182,((3:0.5756,(1:0.8260,2:3.3168):0.9082):0.5917,(6:0.7063,7:0.5669):0.5781):1.0844,(5:1.0863,8:1.1757):0.6659);
(7:1.0663,(4:0.5978,(1:1.1612,(3:1.3383,8:0.5418):1.0932):0.6680):1.8541,(2:0.5416,(5:0.5158,6:1.2589):0.7043):1.6588);
